,Unnamed: 0,lesson_name,question_name,answer_choice_1,answer_choice_2,answer_choice_3,answer_choice_4,correct_answer,image_path,image_has_labels_to_guess,caption,blip_2_generated_answers,mapped_predictions
138,138,introduction to plants,Where is the flower?,N,C,R,E,N,../Dataset/test/abc_question_images/parts_plant_11155.png,Yes,a picture of a flower with the names of the parts labeled,d,E
139,139,introduction to plants,By what letter is the stem represented in the diagram?,V,K,D,R,D,../Dataset/test/abc_question_images/parts_plant_11160.png,Yes,a diagram of a plant with parts labeled in the following words,a,V
140,140,introduction to plants,Identify the roots in this picture,V,K,W,D,W,../Dataset/test/abc_question_images/parts_plant_11160.png,Yes,a diagram of a plant with parts labeled in the following words,d,D
141,141,introduction to plants,Identify the leaf in the following image:,K,D,V,R,V,../Dataset/test/abc_question_images/parts_plant_11160.png,Yes,a diagram of a plant with parts labeled in the following words,c,V
142,142,introduction to plants,Identify the part of the plant that absorbs nutrients and water from the soil.,W,V,K,D,W,../Dataset/test/abc_question_images/parts_plant_11160.png,Yes,a diagram of a plant with parts labeled in the following words,d,D
143,143,introduction to plants,Select the main reproductive organ.,D,K,W,V,K,../Dataset/test/abc_question_images/parts_plant_11160.png,Yes,a diagram of a plant with parts labeled in the following words,d,V
144,144,introduction to plants,Which letter connects the flower with the seeds?,W,K,D,R,D,../Dataset/test/abc_question_images/parts_plant_11160.png,Yes,a diagram of a plant with parts labeled in the following words,d,R
145,145,introduction to plants,Identify the vegetative shoot in this picture,E,F,S,D,D,../Dataset/test/abc_question_images/parts_plant_13164.png,Yes,a diagram of a plant with parts labeled and labeled,c,S
146,146,introduction to plants,Which label refers to the bud?,S,H,F,E,H,../Dataset/test/abc_question_images/parts_plant_13164.png,Yes,a diagram of a plant with parts labeled and labeled,a,S
147,147,introduction to plants,What's the biggest part of the root system?,STEM,BUD,LATERAL ROOTS,TAPROOT,TAPROOT,../Dataset/test/abc_question_images/parts_plant_13164.png,Yes,a diagram of a plant with parts labeled and labeled,d,TAPROOT
148,148,introduction to plants,Which part can be found in the root system?,BUD,LEAF BLADE,NODE,TAPROOT,TAPROOT,../Dataset/test/abc_question_images/parts_plant_13164.png,Yes,a diagram of a plant with parts labeled and labeled,d,TAPROOT
149,149,introduction to plants,By what letter is the stem represented in the diagram?,V,W,F,J,V,../Dataset/test/abc_question_images/parts_plant_13195.png,Yes,a diagram of a plant with parts labeled in english,a,V
150,150,introduction to plants,Which label shows the Shoot System?,W,D,C,P,P,../Dataset/test/abc_question_images/parts_plant_13195.png,Yes,a diagram of a plant with parts labeled in english,c,C
151,151,introduction to plants,Which letter represents the apical bud?,F,J,W,D,F,../Dataset/test/abc_question_images/parts_plant_13195.png,Yes,a diagram of a plant with parts labeled in english,d,D
152,152,introduction to plants,What is the composition of the M substance?,ONLY WATER,ONLY NITROGEN,WATER AND MINERALS,GLUCOSE,WATER AND MINERALS,../Dataset/test/abc_question_images/parts_plant_13195.png,Yes,a diagram of a plant with parts labeled in english,c,WATER AND MINERALS
153,153,introduction to plants,Which letter represents the stem?,J,V,W,F,V,../Dataset/test/abc_question_images/parts_plant_13195.png,Yes,a diagram of a plant with parts labeled in english,d,F
154,154,introduction to plants,Which label shows the flower?,J,A,T,N,T,../Dataset/test/abc_question_images/parts_plant_13201.png,Yes,a diagram of a plant with parts labeled in english,b,A
155,155,introduction to plants,Which label shows the Leaf?,U,N,T,F,F,../Dataset/test/abc_question_images/parts_plant_13201.png,Yes,a diagram of a plant with parts labeled in english,d,F
156,156,introduction to plants,Which is not a part of the shoot system?,U,T,F,N,N,../Dataset/test/abc_question_images/parts_plant_13201.png,Yes,a diagram of a plant with parts labeled in english,d,N
157,157,introduction to plants,Identify the fruit in this picture,N,X,L,A,X,../Dataset/test/abc_question_images/parts_plant_13217.png,Yes,a diagram of a plant with all the parts labeled,d.,A
158,158,introduction to plants,Which label shows the fruit?,A,N,X,L,X,../Dataset/test/abc_question_images/parts_plant_13217.png,Yes,a diagram of a plant with all the parts labeled,d.,L
159,159,introduction to plants,Where is the fruit?,N,E,X,L,X,../Dataset/test/abc_question_images/parts_plant_13217.png,Yes,a diagram of a plant with all the parts labeled,d.,L
160,160,introduction to plants,Which of the following absorbs water and minerals for the plant?,A,L,X,E,E,../Dataset/test/abc_question_images/parts_plant_13217.png,Yes,a diagram of a plant with all the parts labeled,d.,E
161,161,introduction to plants,Which letter corresponds to the part that connects the leaves to the roots?,L,X,A,N,A,../Dataset/test/abc_question_images/parts_plant_13217.png,Yes,a diagram of a plant with all the parts labeled,d.,N
162,162,introduction to plants,Which label refers to the branch?,P,W,NONE,H,H,../Dataset/test/abc_question_images/parts_plant_13221.png,Yes,a drawing of a leaf with the letter w on it,c,NONE
163,163,introduction to plants,Which label refers to the stem?,S,E,V,N,S,../Dataset/test/abc_question_images/parts_plant_13577.png,Yes,a diagram of a plant with the names of the parts,a,S
164,164,introduction to plants,Which label shows the fruit?,V,S,E,X,E,../Dataset/test/abc_question_images/parts_plant_13577.png,Yes,a diagram of a plant with the names of the parts,d,X
165,165,introduction to plants,Identify the fruit in the figure.,V,S,E,X,E,../Dataset/test/abc_question_images/parts_plant_13577.png,Yes,a diagram of a plant with the names of the parts,d,X
166,166,introduction to plants,"Which part of the plant absorbs water and minerals, anchors and supports the plant, and stores food?",N,S,E,X,N,../Dataset/test/abc_question_images/parts_plant_13577.png,Yes,a diagram of a plant with the names of the parts,c,E
167,167,introduction to plants,Which label shows the Fruit?,Y,C,N,K,N,../Dataset/test/abc_question_images/parts_plant_13579.png,Yes,a diagram of a plant with parts labeled,d,K
168,168,introduction to plants,Which structure carries the plant's seeds?,Y,K,N,J,N,../Dataset/test/abc_question_images/parts_plant_13579.png,Yes,a diagram of a plant with parts labeled,a,Y
169,169,introduction to plants,Identify the part that protects the seeds.,J,Y,N,K,N,../Dataset/test/abc_question_images/parts_plant_13579.png,Yes,a diagram of a plant with parts labeled,d,K
170,170,introduction to plants,Which structure contains the seeds?,N,J,Y,K,N,../Dataset/test/abc_question_images/parts_plant_13579.png,Yes,a diagram of a plant with parts labeled,d,K
171,171,introduction to plants,Which label refers to the node?,L,E,Y,T,T,../Dataset/test/abc_question_images/parts_plant_16272.png,Yes,parts of a plant labeled in english,a,L
172,172,introduction to plants,Which label represents the terminal bud?,Y,A,L,T,L,../Dataset/test/abc_question_images/parts_plant_16272.png,Yes,parts of a plant labeled in english,d,T
173,173,introduction to plants,Identify the part of the plant used for reproduction.,J,L,E,Y,Y,../Dataset/test/abc_question_images/parts_plant_16272.png,Yes,parts of a plant labeled in english,d,Y
174,174,introduction to plants,Which is the main reproductive organ of the plant?,L,Y,A,E,Y,../Dataset/test/abc_question_images/parts_plant_16272.png,Yes,parts of a plant labeled in english,d,E
175,175,introduction to plants,Identify the roots of the plant,P,E,S,J,S,../Dataset/test/abc_question_images/parts_plant_16274.png,Yes,a diagram of a plant with the parts labeled,c,S
176,176,introduction to plants,Identify the part of the plant that collects sunlight.,E,Y,J,S,E,../Dataset/test/abc_question_images/parts_plant_16274.png,Yes,a diagram of a plant with the parts labeled,a,E
177,177,introduction to plants,Find a bud in the picture.,W,U,X,E,E,../Dataset/test/abc_question_images/parts_plant_16276.png,Yes,a diagram of a plant with the names of the parts labeled,d,E
178,178,introduction to plants,Which label refers to the primary root?,P,V,Y,C,Y,../Dataset/test/abc_question_images/parts_plant_16276.png,Yes,a diagram of a plant with the names of the parts labeled,d,C
179,179,introduction to plants,Which label refers to the bipinnate?,T,H,L,W,W,../Dataset/test/abc_question_images/types_leaves_10571.png,Yes,a drawing of four different types of leaves and flowers,c,L
180,180,introduction to plants,Which letter represents the pinate compound?,T,U,H,W,T,../Dataset/test/abc_question_images/types_leaves_10571.png,Yes,a drawing of four different types of leaves and flowers,a,T
181,181,introduction to plants,What is the Leaf Shape Labeled J?,OVAL,FALCATE,OBLONG,OVATE,OVAL,../Dataset/test/abc_question_images/types_leaves_10959.png,Yes,a drawing of a leaf chart with different leaves,d,OVATE
182,182,introduction to plants,Which label refers to the oval?,U,H,J,D,J,../Dataset/test/abc_question_images/types_leaves_10959.png,Yes,a drawing of a leaf chart with different leaves,a,U
183,183,introduction to plants,What type of leaf is most likely found on a pine tree?,S,L,N,W,L,../Dataset/test/abc_question_images/types_leaves_10959.png,Yes,a drawing of a leaf chart with different leaves,a,S
184,184,introduction to plants,Which label represents a rounded leaf?,E,X,T,Y,E,../Dataset/test/abc_question_images/types_leaves_10961.png,Yes,"a picture of a set of four different trees with the letters t, f, and f",a,E
185,185,introduction to plants,Which label shows the Wood Fern?,M,N,L,H,N,../Dataset/test/abc_question_images/types_leaves_10979.png,Yes,a black and white image of a fern leaf and a butterfly,d,H
186,186,introduction to plants,Which one of these represents the hay-scented fern?,Y,H,M,N,M,../Dataset/test/abc_question_images/types_leaves_10979.png,Yes,a black and white image of a fern leaf and a butterfly,a,Y
187,187,introduction to plants,Which letter represents a Christmas fern?,Y,M,N,H,H,../Dataset/test/abc_question_images/types_leaves_10979.png,Yes,a black and white image of a fern leaf and a butterfly,a,Y
188,188,introduction to plants,Where is the Christmas fern?,H,Y,M,N,H,../Dataset/test/abc_question_images/types_leaves_10979.png,Yes,a black and white image of a fern leaf and a butterfly,d,N
189,189,introduction to plants,Identify the alternate in this picture,N,A,S,W,A,../Dataset/test/abc_question_images/types_leaves_10988.png,Yes,a black and white image of four different types of plants,d,W
190,190,introduction to plants,Which leaves in the diagram represent compound leaves?,R,N,A,S,S,../Dataset/test/abc_question_images/types_leaves_10988.png,Yes,a black and white image of four different types of plants,d,S
191,191,introduction to plants,Which letter represents the simple leaf?,R,S,W,A,W,../Dataset/test/abc_question_images/types_leaves_10988.png,Yes,a black and white image of four different types of plants,b,S
192,192,introduction to plants,Which label refers to a spike?,A,F,V,W,V,../Dataset/test/abc_question_images/types_leaves_11017.png,Yes,a picture of a flower and a plant with the words plant identification,c,V
193,193,introduction to plants,Which letter is the panicle?,X,A,W,V,W,../Dataset/test/abc_question_images/types_leaves_11017.png,Yes,a picture of a flower and a plant with the words plant identification,d,V
194,194,introduction to plants,Which of the following is an image of a catkin?,X,W,K,F,X,../Dataset/test/abc_question_images/types_leaves_11017.png,Yes,a picture of a flower and a plant with the words plant identification,d,F
195,195,introduction to plants,Which label represents a notched leaf edge?,H,W,J,M,J,../Dataset/test/abc_question_images/types_leaves_11021.png,Yes,a drawing of leaves and leaves that are labeled in the diagram,a,H
196,196,introduction to plants,Which of the following labeled drawing best represents a crenate leaf edge?,H,D,M,W,H,../Dataset/test/abc_question_images/types_leaves_11021.png,Yes,a drawing of leaves and leaves that are labeled in the diagram,a,H
197,197,introduction to plants,Which letter represents notched leaves?,J,D,M,W,J,../Dataset/test/abc_question_images/types_leaves_11021.png,Yes,a drawing of leaves and leaves that are labeled in the diagram,a,J
198,198,introduction to plants,How is the palmate labeled in the diagram?,W,E,J,D,D,../Dataset/test/abc_question_images/types_leaves_11024.png,Yes,a black and white image of different types of leaves,d,D
199,199,introduction to plants,What image represents pedate?,E,J,D,M,M,../Dataset/test/abc_question_images/types_leaves_11024.png,Yes,a black and white image of different types of leaves,a,E
